TransactionId,FraudResult
TransactionId_123120,-1.4264455e-05
TransactionId_123113,-6.8745835e-06
TransactionId_10311,-1.4175667e-05
TransactionId_31455,-1.27626745e-05
TransactionId_102438,-1.4264455e-05
TransactionId_133732,-1.4045718e-05
TransactionId_139583,-1.3837618e-05
TransactionId_133714,-1.4264455e-05
TransactionId_30107,-1.27626745e-05
TransactionId_4178,-1.4175667e-05
TransactionId_85679,-1.3837618e-05
TransactionId_39039,-1.2970775e-05
TransactionId_20443,-1.3189513e-05
TransactionId_58614,-1.27626745e-05
TransactionId_131057,-1.4264455e-05
TransactionId_97768,-1.3837618e-05
TransactionId_77789,-1.4264455e-05
TransactionId_24616,-1.27626745e-05
TransactionId_92891,-1.3837618e-05
TransactionId_100981,4.7467057e-07
TransactionId_118704,4.7467057e-07
TransactionId_65971,-7.244586e-05
TransactionId_80849,4.549721e-06
TransactionId_94821,1.6171087e-05
TransactionId_20512,9.250596e-07
TransactionId_124376,0.0002947391
TransactionId_4338,-8.390799e-07
TransactionId_91874,-9.2786826e-07
TransactionId_137197,1.6475393e-07
TransactionId_69608,-5.723345e-06
TransactionId_138548,-9.2786826e-07
TransactionId_99947,-0.0059353984
TransactionId_118799,-1.0009373e-06
TransactionId_94925,-9.2786826e-07
TransactionId_24976,1.470775e-07
TransactionId_17242,8.5199196e-07
TransactionId_122832,-1.4988066e-07
TransactionId_44676,9.250596e-07
TransactionId_104395,-0.0009371419
TransactionId_28106,1.470775e-07
TransactionId_95473,-1.4988066e-07
TransactionId_34227,1.470775e-07
TransactionId_19919,1.470775e-07
TransactionId_132138,-9.2786826e-07
TransactionId_25649,9.250596e-07
TransactionId_22914,1.470775e-07
TransactionId_59328,9.250596e-07
TransactionId_18629,-5.723345e-06
TransactionId_42898,7.4009975e-08
TransactionId_41485,1.470775e-07
TransactionId_99849,-9.2786826e-07
TransactionId_14523,9.250596e-07
TransactionId_78615,-1.0009373e-06
TransactionId_63274,1.470775e-07
TransactionId_37492,9.250596e-07
TransactionId_67255,1.470775e-07
TransactionId_77318,0.0002076275
TransactionId_116302,6.0351454e-06
TransactionId_136100,-1.4988066e-07
TransactionId_39139,9.250596e-07
TransactionId_127280,-2.2294817e-07
TransactionId_14836,1.1437951e-06
TransactionId_36531,1.1437951e-06
TransactionId_78156,-9.2786826e-07
TransactionId_20259,1.470775e-07
TransactionId_15228,9.250596e-07
TransactionId_103610,-1.4988066e-07
TransactionId_57471,7.110091e-06
TransactionId_39560,7.110091e-06
TransactionId_98884,-0.009380003
TransactionId_73576,1.4787454e-06
TransactionId_87575,-1.4988066e-07
TransactionId_133553,-9.2786826e-07
TransactionId_86978,6.8856394e-08
TransactionId_119227,-7.225125e-06
TransactionId_129483,-7.394762e-05
TransactionId_119498,-3.0331438e-07
TransactionId_43352,-1.27626745e-05
TransactionId_36996,-7.244586e-05
TransactionId_41289,1.7683475e-06
TransactionId_61931,7.7162724e-07
TransactionId_136033,6.659697e-06
TransactionId_58154,5.6246645e-06
TransactionId_128674,5.573753e-06
TransactionId_3193,0.00013823884
TransactionId_54558,1.7172959e-05
TransactionId_139095,-0.00029521724
TransactionId_80622,-1.0009373e-06
TransactionId_18696,1.470775e-07
TransactionId_35533,8.5199196e-07
TransactionId_57929,-6.1501823e-06
TransactionId_99801,-7.225125e-06
TransactionId_112025,-1.4988066e-07
TransactionId_116948,0.9965771
TransactionId_56663,-5.723345e-06
TransactionId_129063,1.0063497
TransactionId_63106,-6.1501823e-06
TransactionId_107061,-1.5737904e-05
TransactionId_16294,1.1437951e-06
TransactionId_56143,1.0033385
TransactionId_30008,-7.4385034e-06
TransactionId_6879,-1.3415959e-07
TransactionId_133082,-9.2786826e-07
TransactionId_5003,-8.390799e-07
TransactionId_77088,-9.2786826e-07
TransactionId_3736,-8.390799e-07
TransactionId_37155,9.250596e-07
TransactionId_82045,-2.2294817e-07
TransactionId_118883,-9.2786826e-07
TransactionId_86172,-1.4988066e-07
TransactionId_49043,9.250596e-07
TransactionId_122611,-9.2786826e-07
TransactionId_58752,9.250596e-07
TransactionId_8123,-1.5576052e-05
TransactionId_100112,-9.2786826e-07
TransactionId_104205,-7.225125e-06
TransactionId_56466,-5.723345e-06
TransactionId_99620,-9.2786826e-07
TransactionId_17953,1.470775e-07
TransactionId_90094,-1.4988066e-07
TransactionId_5292,-6.1092e-08
TransactionId_89351,-1.4988066e-07
TransactionId_10082,-6.1092e-08
TransactionId_59710,-5.723345e-06
TransactionId_11724,-6.1501823e-06
TransactionId_76051,4.7467057e-07
TransactionId_107139,4.7467057e-07
TransactionId_19567,7.7162724e-07
TransactionId_111901,-3.0331438e-07
TransactionId_17375,1.7683475e-06
TransactionId_88262,-7.3520794e-05
TransactionId_19686,4.7736116e-06
TransactionId_85593,3.6986726e-06
TransactionId_34510,5.843402e-06
TransactionId_114690,3.6986726e-06
TransactionId_95888,4.722701e-06
TransactionId_16655,6.5756294e-06
TransactionId_3941,-6.1092e-08
TransactionId_40338,1.470775e-07
TransactionId_14572,1.470775e-07
TransactionId_102003,-9.2786826e-07
TransactionId_24252,1.1437951e-06
TransactionId_30466,9.250596e-07
TransactionId_35364,7.4009975e-08
TransactionId_58429,1.470775e-07
TransactionId_94411,-9.2786826e-07
TransactionId_75821,4.6308904e-07
TransactionId_66367,9.250596e-07
TransactionId_72724,1.4056778e-06
TransactionId_17134,8.5199196e-07
TransactionId_119876,-7.102411e-07
TransactionId_133361,-9.2786826e-07
TransactionId_6523,7.2013404e-06
TransactionId_14176,9.250596e-07
TransactionId_125142,-3.0331438e-07
TransactionId_119174,-3.0331438e-07
TransactionId_55663,1.5496109e-06
TransactionId_60680,7.7162724e-07
TransactionId_112020,6.934066e-07
TransactionId_121645,-3.0331438e-07
TransactionId_56544,4.8466795e-06
TransactionId_2968,4.6385094e-06
TransactionId_122482,3.7717405e-06
TransactionId_94759,3.7717405e-06
TransactionId_127758,4.7957687e-06
TransactionId_28442,1.6468048e-05
TransactionId_132639,-1.4988066e-07
TransactionId_135045,4.318889e-06
TransactionId_47529,1.470775e-07
TransactionId_103366,-1.0009373e-06
TransactionId_56768,9.250596e-07
TransactionId_108093,-1.4988066e-07
TransactionId_56397,9.250596e-07
TransactionId_32151,9.250596e-07
TransactionId_67898,1.470775e-07
TransactionId_133816,4.4566923e-06
TransactionId_95775,-9.2786826e-07
TransactionId_136824,-9.2786826e-07
TransactionId_62944,4.7536364e-06
TransactionId_139659,-1.5664842e-05
TransactionId_763,-8.390799e-07
TransactionId_61182,4.7536364e-06
TransactionId_50318,4.7536364e-06
TransactionId_71935,6.2769493e-07
TransactionId_111258,-1.4988066e-07
TransactionId_40131,-4.058135e-06
TransactionId_94490,-7.225125e-06
TransactionId_137787,-1.4988066e-07
TransactionId_1280,6.123934e-06
TransactionId_133242,-7.0063875e-06
TransactionId_132157,-6.798287e-06
TransactionId_83559,-6.798287e-06
TransactionId_94689,6.8856394e-08
TransactionId_90728,-9.2786826e-07
TransactionId_56696,1.5496109e-06
TransactionId_24053,1.5496109e-06
TransactionId_99991,-3.0331438e-07
TransactionId_16889,4.7736116e-06
TransactionId_37552,4.8466795e-06
TransactionId_138758,0.00012675025
TransactionId_72203,-6.6519024e-05
TransactionId_30036,9.250596e-07
TransactionId_51662,-1.3811901e-05
TransactionId_74841,-3.14896e-07
TransactionId_43506,1.470775e-07
TransactionId_92881,-5.559915e-06
TransactionId_107548,-5.1330776e-06
TransactionId_16864,-4.058135e-06
TransactionId_96914,-1.4988066e-07
TransactionId_20289,-6.1501823e-06
TransactionId_78445,-9.2786826e-07
TransactionId_44183,1.470775e-07
TransactionId_93211,-9.2786826e-07
TransactionId_34191,9.250596e-07
TransactionId_53038,1.470775e-07
TransactionId_54054,6.1431416e-07
TransactionId_69116,6.1431416e-07
TransactionId_29481,1.5496109e-06
TransactionId_50703,7.7162724e-07
TransactionId_40829,4.8466795e-06
TransactionId_35724,5.637318e-06
TransactionId_130792,-6.798287e-06
TransactionId_45632,1.1437951e-06
TransactionId_38212,1.470775e-07
TransactionId_17039,1.0000361e-05
TransactionId_471,2.0572665e-07
TransactionId_103045,-5.8799196e-07
TransactionId_133108,0.013659127
TransactionId_131235,-5.8799196e-07
TransactionId_21819,9.541905e-07
TransactionId_129328,3.6564582e-08
TransactionId_88708,1.16938374e-07
TransactionId_82037,1.16938374e-07
TransactionId_127744,1.9000609e-07
TransactionId_55703,1.2649456e-06
TransactionId_87577,4.0874227e-07
TransactionId_28552,1.4836825e-06
TransactionId_19645,1.4106148e-06
TransactionId_11309,-5.7227123e-07
TransactionId_4347,-4.992035e-07
TransactionId_139542,1.9000609e-07
TransactionId_11113,-5.7227123e-07
TransactionId_125285,-5.8799196e-07
TransactionId_30545,1.1918779e-06
TransactionId_45750,4.8695057e-07
TransactionId_116656,-6.610598e-07
TransactionId_84277,-5.8799196e-07
TransactionId_7772,3.1087145e-06
TransactionId_61350,2.4296623e-06
TransactionId_78670,1.16938374e-07
TransactionId_9678,-4.992035e-07
TransactionId_43649,4.5217007e-06
TransactionId_58648,2.8564996e-06
TransactionId_42264,1.1918779e-06
TransactionId_111038,1.9000609e-07
TransactionId_441,-5.7227123e-07
TransactionId_2056,2.7879338e-07
TransactionId_90616,4.0874227e-07
TransactionId_133865,1.16938374e-07
TransactionId_34580,4.8695057e-07
TransactionId_84689,1.16938374e-07
TransactionId_123453,-5.8799196e-07
TransactionId_14218,4.5217007e-06
TransactionId_45841,1.2649456e-06
TransactionId_14005,4.138844e-07
TransactionId_50120,1.4836825e-06
TransactionId_53708,4.8695057e-07
TransactionId_13179,1.2649456e-06
TransactionId_61935,1.1918779e-06
TransactionId_120509,6.3750335e-06
TransactionId_7047,-5.7227123e-07
TransactionId_135189,-5.8799196e-07
TransactionId_99466,6.5724396e-07
TransactionId_74015,1.4275256e-06
TransactionId_122444,6.5724396e-07
TransactionId_54434,1.1115036e-06
TransactionId_97955,-1.2074923e-07
TransactionId_82578,6.5724396e-07
TransactionId_82065,8.1455653e-07
TransactionId_46038,1.1115036e-06
TransactionId_98858,3.6564582e-08
TransactionId_93929,6.9350167e-06
TransactionId_5504,4.9783976e-06
TransactionId_76119,4.889609e-06
TransactionId_47110,5.113488e-06
TransactionId_14039,5.186556e-06
TransactionId_28702,6.136655e-06
TransactionId_76287,4.889609e-06
TransactionId_29602,6.9155176e-06
TransactionId_122198,-5.8799196e-07
TransactionId_86222,3.446759e-06
TransactionId_21585,2.8564996e-06
TransactionId_28873,1.2649456e-06
TransactionId_30513,4.8695057e-07
TransactionId_54996,1.2649456e-06
TransactionId_15368,4.8695057e-07
TransactionId_127286,2.250859e-05
TransactionId_84047,1.468074e-05
TransactionId_24873,4.138844e-07
TransactionId_2078,-4.992035e-07
TransactionId_135103,3.446759e-06
TransactionId_106090,1.3547226e-06
TransactionId_20882,4.8695057e-07
TransactionId_129952,6.3750335e-06
TransactionId_58079,1.1115036e-06
TransactionId_97821,3.6564582e-08
TransactionId_47648,9.541905e-07
TransactionId_17922,1.7321851e-06
TransactionId_32160,5.186556e-06
TransactionId_38156,5.9645536e-06
TransactionId_82534,6.9350167e-06
TransactionId_132919,4.842974e-06
TransactionId_35160,-1.7897396e-06
TransactionId_96942,4.889609e-06
TransactionId_64271,6.2105887e-06
TransactionId_75343,-4.808639e-08
TransactionId_76864,-5.8799196e-07
TransactionId_16300,5.660641e-06
TransactionId_135398,-5.8799196e-07
TransactionId_127750,-6.610598e-07
TransactionId_61840,1.2649456e-06
TransactionId_81193,-5.8799196e-07
TransactionId_4893,-5.7227123e-07
TransactionId_79668,-5.8799196e-07
TransactionId_68892,1.4106148e-06
TransactionId_99128,-6.610598e-07
TransactionId_126133,6.3750335e-06
TransactionId_121671,1.7815576e-06
TransactionId_139972,1.7815576e-06
TransactionId_33774,4.138844e-07
TransactionId_120065,1.16938374e-07
TransactionId_82215,3.019925e-06
TransactionId_136533,8.744576e-06
TransactionId_15576,2.8564996e-06
TransactionId_90801,1.16938374e-07
TransactionId_80838,1.3547226e-06
TransactionId_106733,4.0874227e-07
TransactionId_52932,2.8564996e-06
TransactionId_45646,2.8564996e-06
TransactionId_99012,1.9000609e-07
TransactionId_131194,-5.8799196e-07
TransactionId_116045,-5.8799196e-07
TransactionId_7300,-4.992035e-07
TransactionId_40151,1.2649456e-06
TransactionId_2281,-4.992035e-07
TransactionId_110947,1.3547226e-06
TransactionId_48196,7.0458987e-07
TransactionId_107759,-5.8799196e-07
TransactionId_28761,2.4296623e-06
TransactionId_114530,1.3547226e-06
TransactionId_50935,-6.4292835e-05
TransactionId_7851,-3.1960848e-08
TransactionId_126157,-5.2577757e-06
TransactionId_126442,-6.4940934e-05
TransactionId_57420,-6.4292835e-05
TransactionId_101631,-6.536778e-05
TransactionId_140553,8.1455653e-07
TransactionId_51212,5.9645536e-06
TransactionId_9507,4.905328e-06
TransactionId_140091,4.889609e-06
TransactionId_74788,4.6515165e-06
TransactionId_89514,-8.278076e-05
TransactionId_10150,6.221167e-06
TransactionId_88727,5.913641e-06
TransactionId_48736,6.9885864e-06
TransactionId_58679,4.313603e-06
TransactionId_120666,-5.8799196e-07
TransactionId_45849,1.2649456e-06
TransactionId_114351,4.0874227e-07
TransactionId_73112,1.818633e-06
TransactionId_82172,-5.8799196e-07
TransactionId_49164,1.1918779e-06
TransactionId_66251,4.138844e-07
TransactionId_117338,1.9000609e-07
TransactionId_130613,1.9000609e-07
TransactionId_39279,1.1918779e-06
TransactionId_72359,9.675689e-07
TransactionId_108878,-6.610598e-07
TransactionId_30944,1.4836825e-06
TransactionId_67661,4.8695057e-07
TransactionId_51461,4.8695057e-07
TransactionId_126538,1.16938374e-07
TransactionId_99180,1.9000609e-07
TransactionId_89286,1.1879761e-05
TransactionId_87231,-6.610598e-07
TransactionId_138310,1.16938374e-07
TransactionId_87563,1.16938374e-07
TransactionId_131518,4.0874227e-07
TransactionId_20119,1.2649456e-06
TransactionId_135901,-5.8799196e-07
TransactionId_8494,-4.992035e-07
TransactionId_76598,1.9000609e-07
TransactionId_107578,1.9000609e-07
TransactionId_57378,1.2649456e-06
TransactionId_45059,1.1918779e-06
TransactionId_106252,4.0874227e-07
TransactionId_31957,4.8695057e-07
TransactionId_10997,2.7879338e-07
TransactionId_7903,-4.992035e-07
TransactionId_31249,1.4106148e-06
TransactionId_30689,1.1918779e-06
TransactionId_31329,1.2649456e-06
TransactionId_7188,6.463823e-06
TransactionId_83051,-4.4341937e-07
TransactionId_104783,1.9000609e-07
TransactionId_70317,1.2649456e-06
TransactionId_92094,-5.8799196e-07
TransactionId_18189,1.2649456e-06
TransactionId_131208,3.3567477e-07
